Frequency (Hz),Angle of Arrival (degrees),Timestamp
48121698.87179173,5.818894189627528,16:23:43
48610389.75679364,17.961877060239356,15:58:22
15428122.462223371,3.547671612572372,15:25:30
4878537.182282408,18.105158102786486,15:37:17
16454356.083150528,0.7789072848761691,15:41:30
28596317.925247613,4.953090565875913,16:07:58
3523846.3115544952,16.254013530382224,15:43:13
17455553.218296338,10.99428947612699,16:03:38
80152764.39360963,9.885613986770355,16:06:47
52043389.56221221,10.001110421122377,15:36:49
75291341.19154888,1.6142017331180725,15:32:21
61205467.822534025,19.76096507182077,16:06:51
84541418.29234897,13.25137242297198,15:57:11
40662541.08437759,12.4694568403252,16:11:51
39313647.49009138,2.854014289884148,15:31:55
49925000.40814156,18.63105596412317,15:49:29
63567434.89942163,10.179936226317247,15:28:15
13968726.324753303,16.535795759212256,16:10:04
31162754.780100863,6.506211790223655,15:55:05
70103145.94488081,14.752398998396163,16:22:02
50045705.18591143,9.415206161229415,15:50:46
56710553.80597136,1.6519340973265928,16:00:57
11474934.636047538,5.170897998502455,15:52:27
88401151.13220128,13.68333687692263,15:38:38
80723658.32101543,3.567752697317341,16:24:13
73562809.13697928,0.8153792186722875,15:29:42
6580497.27960415,14.261878697145589,15:46:21
43186784.46827486,8.069330170726904,15:39:38
52316999.4835476,13.871497719859631,15:31:50
54418385.50553972,7.397542442483269,15:53:52
8485215.42201123,17.25829542297719,15:48:31
70862644.46630245,11.920934476436106,15:50:02
18139423.020877484,17.598409629967247,16:20:38
21762694.613010064,8.71611910446152,15:45:36
3858108.732965089,10.250377044274328,16:00:37
17208070.360357415,7.01697811069196,15:40:08
41270324.431082,0.1381865761732958,15:39:06
38978119.05893151,0.9626123617253944,15:37:54
7491210.431647156,13.90687628171932,15:50:27
64988330.38171959,12.130963029124455,15:53:39
83337467.1026176,10.619636998993895,15:48:16
37581389.51990768,14.610639371797456,15:27:43
27160955.862534,1.826990648125384,15:40:10
6037343.79481209,7.491187728672921,15:41:54
78045710.53852457,6.955593920323562,16:21:50
30625518.718689457,14.164981527828,15:59:55
54574408.539956935,1.7486160973063924,15:43:35
74228932.10400578,10.541451422248452,16:00:33
6077391.895216857,0.5742581023615667,16:07:59
75385193.68195477,8.74234947939514,15:43:01
77101685.98472391,3.2050999914166,15:35:27
86802193.15009534,19.70969374808324,15:46:20
14309949.18785092,6.614728275470814,16:04:32
9974641.588113053,14.950727789489171,15:49:41
15829969.161019843,15.180970706876886,16:00:45
21246258.795322247,7.0015685003859485,16:03:39
63744999.67282421,16.545973843328376,15:46:53
24890672.89258264,18.85035973129806,15:37:21
76285787.8307934,7.806418689353567,16:17:51
67451228.21660587,4.021405539270928,15:38:49
31312013.748448838,0.9221201027185356,16:24:05
25769443.59220168,2.684666577486285,15:46:39
82666796.69231829,9.985759636193414,15:34:30
46680011.11458778,16.754484422830057,15:58:44
61956819.29327444,10.488397488011309,15:29:22
23318005.824573148,2.690297324829234,16:02:43
68593930.90011396,10.69431925800071,16:09:00
80655971.20942023,14.354837310070309,15:58:02
12645342.973655976,11.586686694601145,15:25:40
11836896.263577918,0.2381603104536322,16:15:42
37841555.28719577,4.801249015692464,15:50:21
20748755.28076331,9.770415345505166,16:25:20
43606823.466502704,16.944263525323137,16:12:59
22574538.57072733,3.343369967102552,15:34:54
52690502.91628482,4.7849856816589,15:53:25
86799970.48371316,7.0310835236864655,16:18:21
11610274.3789976,9.95230311286402,15:52:01
67129990.07016091,9.622962412951978,16:14:44
57724068.10953891,9.909233187820622,15:26:24
16521081.603756566,13.784613291004357,15:27:14
35171115.3953959,1.8023340778096308,15:58:17
5172873.116273684,1.3265514459437622,15:31:24
15994225.352406684,19.303206811745927,16:00:14
26300328.48732532,13.58118003481538,15:45:40
38922036.90186701,15.305972490654632,16:17:14
24433484.559493624,15.236697744622491,16:05:56
69017494.50772351,6.779186011348131,16:20:08
79642196.69648671,6.196468141029645,15:37:25
4218299.545178427,11.167957058626964,16:05:35
59318569.00192544,1.34460365538577,15:56:36
22384395.370333184,18.104886036144237,16:20:27
40583630.71914964,2.151008912849841,15:31:19
65637482.323184825,19.86382112553388,15:50:08
77600234.90593955,4.347935978668751,15:58:43
49598034.47988288,6.409816672578783,16:03:39
51021213.143890366,2.8595916618058537,15:52:04
60167597.2743707,1.3469826639527138,16:02:28
15266028.623074004,13.508484024052322,16:18:53
60328681.59469698,17.888365518407262,15:44:14
6919263.343254332,14.228228360427174,15:51:15
87240083.31125036,10.112312664894914,15:27:26
7727327.200540809,10.745410668827551,15:46:21
62764832.55553112,0.4602285397901484,16:13:27
32416708.688545696,6.663993440992715,15:26:56
30542158.37723933,7.379798378612841,16:18:53
5014113.1128698895,9.690676062412985,16:18:39
11272672.603903096,7.479912184053488,15:38:11
46445747.25626733,2.889362528723023,15:40:06
31872738.72187347,10.040875543174428,16:01:37
88873648.19116513,10.094415288489298,16:12:39
23801392.711978342,11.123978404447827,16:00:24
48882689.00043952,16.76327911668283,16:24:12
64330093.57165458,5.843552063424484,15:30:11
65713629.687895045,16.41925486966942,15:49:23
30301357.00800997,4.539251912413369,15:47:47
23242325.08149921,15.817256779372988,15:54:33
23744134.257231224,2.357324478346685,16:21:23
81058028.88335748,5.943933848219558,16:23:31
78680470.05771534,16.69751842596491,15:54:00
50447973.45433128,4.341773105750719,15:54:06
25349617.31694072,9.84134241727138,16:18:40
53345403.29114677,3.436696570489377,15:27:35
1187454.2507369458,4.041383199284838,15:51:53
57582519.061267294,13.982478298729417,15:34:58
32490015.37821973,17.93280135096152,16:16:32
32709525.268509045,13.337440212197295,16:01:12
35312519.469863035,9.398218511196594,16:00:37
77576686.87602562,4.510201156289955,15:54:33
77533334.3393985,7.690151337080167,16:02:25
80833416.23746896,12.104878386464163,15:46:27
56787553.53075559,7.277484508864019,16:02:32
8048503.27726135,11.041256518036205,16:08:39
55809324.75578966,10.386464131912238,16:11:05
24550309.79373549,6.335355885507759,16:11:41
75238633.83463101,4.382455182634515,15:41:07
43183945.12195372,7.694884801830288,15:26:02
51484064.502215214,19.781542544882917,16:20:09
75456213.58687271,13.065868232612225,16:08:07
1220716.3810090255,12.766608931474144,15:30:16
35515733.92408071,3.2051190830193788,15:33:01
88677884.22195591,15.310767201651906,15:40:38
70644731.69005382,11.9482353295792,15:56:29
57090073.51403403,12.785985698527185,15:26:00
41490239.84564108,5.389129912578428,16:24:41
8370770.937812039,9.494082647459004,16:11:25
6694776.135283324,18.164001483563045,15:34:48
22581985.55318243,4.58044803747331,15:53:04
42846410.04981919,2.477957141920082,15:55:09
7271126.351687264,5.005623660052656,16:03:36
78436112.71986336,14.9631814559134,15:59:57
78333408.28549232,15.484288102827035,16:11:32
19411815.441910617,14.271105130299553,16:21:56
28710325.4521968,17.182945955822007,16:01:13
42844260.328649886,17.112295960026,15:55:50
15175900.948534142,15.801482569443364,16:09:41
79953545.24475458,6.03183291097813,15:46:34
67574864.84345068,1.5798317377638549,16:09:44
29848325.745432023,2.3644080656681954,16:20:50
78529787.50176184,1.0628728388866504,16:00:23
50908485.70351126,18.552998979768983,16:06:48
89933363.09293233,5.392773621585865,16:16:20
79936989.02096161,1.277281293089194,16:07:31
2262043.4479435706,6.968131392010197,15:42:52
78220337.23182295,2.151938772789408,15:32:38
88525186.98136632,2.676436791494518,15:27:42
78973652.18132208,1.671513643204885,15:47:15
22377107.32253229,14.43964845469177,15:25:42
69187121.14236872,15.479736963106909,15:48:44
84690848.90977947,5.6516447154807725,15:34:14
24247336.337572917,5.083571597405574,15:50:10
42494532.11182443,2.113409842919016,16:16:09
67592794.70498016,12.116109947107416,15:36:56
65398329.64813814,11.3461750262775,15:31:34
49663855.970258,19.84604580850627,15:58:48
62622509.93015742,2.924184066531028,16:00:24
44264334.80385988,14.7560362744878,16:10:31
56360501.56095573,12.56221619311737,16:16:21
73789709.24398082,17.440767374326988,15:54:50
49715266.449243285,7.890207072684889,15:49:06
87736592.96531008,19.69827355251475,15:48:34
33205988.83017116,14.82202692873714,16:01:40
73386703.3511388,11.666038398653503,16:02:10
50456882.64710561,8.732285081074078,16:24:24
88321330.0331361,14.188200750577863,16:04:23
5043092.5322824735,2.86110700498579,15:25:36
64096469.84372161,15.836188923501073,16:09:11
47320617.15142292,8.935722766388121,16:22:35
84596510.20435618,6.3089337299964,15:35:00
55705813.91246041,17.61316932512216,16:25:04
49522239.865583785,5.102550683273233,15:42:25
18321801.714376435,1.0327314379821484,16:20:49
30377586.64150202,6.565936463754345,15:42:56
199275.05811179173,6.132336392765567,15:38:51
59475399.083682165,5.07012300667125,15:47:24
18406719.935979865,1.0723739886521555,16:21:24
53510139.29139692,17.929327282569115,15:30:37
19158180.65707903,19.127434242982897,16:13:30
54629697.34541049,16.29205166779426,15:30:21
81478764.01662509,4.019505975643973,15:52:28
42271831.52533703,12.343109855475925,15:43:34
64563766.70468868,13.666272417827935,16:00:35
48889146.211868085,3.84831296195546,16:14:32
18929249.37387238,7.828107451995785,15:51:37
59214108.71755354,10.987199191115478,15:30:43
4047417.076752373,0.6014409618713978,15:47:25
67889518.42877792,19.915477862798863,16:07:16
53618791.53765274,5.631962495788909,16:04:23
81179389.41738869,18.16710036926025,15:46:14
8362595.649968905,14.90154309438836,16:14:46
24547376.21509636,6.590273207096673,15:30:46
59972309.5468325,8.036374626502948,15:31:05
45156904.36613119,2.4317064149790117,16:00:56
52143410.26257743,6.411349445860002,15:42:00
77940612.9108129,2.3739342254898066,16:01:10
32102768.8639338,10.462788177982514,16:24:49
56651501.74878519,10.528967813461678,15:53:00
54234589.61536483,0.146196606325657,16:06:06
14689217.684349263,8.444773354883894,15:26:33
53340282.37346693,18.20331754596419,15:57:31
587978.7207115293,0.917983188538516,15:37:09
17651794.46720642,19.21349288076717,16:00:57
5483773.704112676,16.00051138613534,16:00:01
88979944.04040031,8.18621131427307,16:10:44
59274672.00948279,2.065842430991025,15:47:45
40596207.49548877,2.257695924012335,15:39:54
31869539.886584926,7.399822906365361,16:23:12
74184401.07219183,11.315375538881298,15:37:45
76036943.15623502,19.92621214875381,15:45:12
82882534.5623785,5.629804017116831,16:24:53
77957283.05005223,13.874307394817125,15:35:30
37822773.55792443,13.22919036197048,16:03:58
80790473.07528637,16.17281086330657,15:48:13
20529904.91574601,6.524778350091434,16:24:47
49869549.97739745,6.581593383939932,15:30:55
57507850.927375,10.797657524794362,15:35:14
42508960.76326472,19.96900030999036,15:44:39
64123702.64740199,17.269520734825843,15:55:53
81759561.07421547,5.479901481118876,15:47:51
49596744.836918704,16.72350886264998,16:21:32
5404903.587900848,9.787039303129038,15:36:23
53190944.91372761,1.7416887111488857,16:25:02
27447119.689326424,17.149219042871117,16:15:07
53959446.05618395,9.21100323758739,16:08:17
22335924.071317684,16.710535612688,15:41:15
82251359.73591758,3.084305307094586,16:13:52
35056601.720616914,7.097483779581526,15:57:56
13060339.180957545,6.549726442055248,16:13:56
9569714.97281082,6.752826994380445,15:53:59
67546098.81868264,10.66232104220916,15:40:02
64660270.0893259,13.397852834047978,15:55:05
31429386.387451194,5.450370307899317,15:34:51
79080727.07118754,10.398352753782998,16:02:53
46100678.70444638,19.404091497205755,16:06:01
69239097.3148144,19.008441504940556,15:31:11
7359298.194875229,3.928628701839103,15:33:29
61500352.59595268,4.137661847000489,15:36:40
28511222.166066267,14.290154570799931,15:50:42
13764525.354372704,19.97436908137378,16:02:59
50871962.67641208,7.449737584753233,15:52:18
27129792.129900835,19.95771241174864,15:53:08
70494667.74759728,15.639008197479232,16:15:35
9161110.39576664,17.99576351002003,15:58:21
1763787.5336738653,11.677798180910044,16:18:03
8531100.198557645,10.658980669465311,15:51:12
36300000.3546617,7.368889624467121,16:05:12
4939304.544416623,14.282158367646716,16:04:24
32312649.74784284,0.7873828134119298,15:58:31
10654428.519757325,5.877548869905458,15:49:26
44608533.69138516,11.146613850328048,16:24:21
40730820.550369695,0.0270634662252122,15:49:27
34403061.575950004,0.9567573965675712,15:41:49
22844765.156024814,14.258337828378076,16:03:39
2179513.157923954,9.79450439017584,15:33:06
66258409.059669495,16.342315362556693,15:53:02
357895.8171584905,18.03281487116857,15:44:34
80717678.60861991,15.40108432534796,15:41:46
33503398.56098585,17.179082484758055,15:29:21
85771191.84859805,6.122300267638692,15:35:27
81002032.15829648,18.01420929599596,15:26:30
75936962.55044478,0.6694077004886356,16:12:51
52241482.2094177,0.1562666602435092,15:32:27
61727195.05805832,4.03891538046798,16:23:16
82177017.89733878,13.173408429576728,15:35:15
54908397.28733891,1.802788671432336,15:42:55
61864412.8984755,16.889254523502927,15:44:28
13656694.19238509,14.718716226476744,15:56:41
51496937.99541603,3.4742878033614,16:17:47
70881362.46746172,2.5616919978456965,15:29:14
71023533.12467764,6.802165206374258,15:45:41
83858504.53994723,5.914014454673273,15:55:53
60288057.535841376,14.134371255118475,15:39:29
44301891.99135829,19.593767948097813,15:52:25
65591333.40832596,18.586476621736978,15:52:08
51809698.67182816,19.51192779471977,16:23:40
63262271.07921644,10.38240661681125,15:26:40
86170541.26808564,18.371912641997305,16:15:39
22003794.0080244,18.60994506792353,15:55:42
66110308.655836605,17.712928021265522,16:17:09
33518709.46871699,17.891076075923102,16:13:24
48150461.152589686,5.396120468626533,15:56:37
81978750.05139063,1.685029437850205,16:10:03
68117730.30856949,16.267244011685072,16:18:43
77817697.61968333,4.704850939729881,15:45:29
41891317.99531922,13.271584891752005,16:22:41
88612134.68499802,16.887655908807226,16:20:42
29778279.51746031,8.146004283931457,15:44:41
65370721.97726538,2.919566285208424,15:34:53
65118943.97530912,9.787333501023564,16:07:41
3998744.2298124656,9.80188086076251,16:01:54
53820554.92828225,15.1377016533109,16:17:38
85566323.28147104,3.325410194597289,15:40:50
83356379.57384335,4.00363223411047,16:14:00
61095962.91189413,14.621331179293213,16:00:50
12384496.60242825,14.975929088143722,15:28:01
2868183.8967856388,5.687745189711824,15:43:28
86352024.17498648,18.41723821799288,16:19:41
72516321.10446656,13.8990252912258,15:36:58
36692654.73554068,2.803037328378686,16:00:50
59518898.781282015,15.614707640708204,16:23:11
61565341.95702452,17.08395018200832,15:59:29
24976296.56091685,1.568101903544683,16:21:31
20827970.120827287,16.17664471271595,16:03:17
89320444.80813403,12.952980789226514,15:27:19
33503547.981020533,17.829225205187555,15:37:44
14058544.639932187,17.08749893387281,15:35:51
75081041.88220721,9.384159890987576,15:27:04
25250947.572050706,3.0683910529543734,15:56:13
80041969.52700171,0.2299265508932713,16:24:18
52571067.17342831,10.563327178718216,15:55:46
63288605.69802164,10.5944461411779,15:43:43
23110304.83853873,5.377240176036753,15:39:33
26416220.06432097,9.17774777928626,15:51:19
48953584.97492071,6.492189521263088,15:38:09
26308796.181999333,7.140840104064288,15:51:32
78622016.4839457,9.853368110684457,15:30:27
38112516.35352771,15.933490027916587,16:14:20
52787291.68717138,3.976830187230349,16:08:11
28022780.122352507,19.947573538169937,15:31:27
29657160.95921565,4.285085334122143,15:34:40
38669991.35139706,13.994742951719497,15:58:15
3950185.664802088,10.540185430946782,15:57:23
72864740.84292345,12.386651054255555,16:22:46
17843723.45502786,13.143155080460764,16:14:27
42446294.16191059,5.781130101699037,16:16:19
70279137.8061065,13.03031473894022,16:12:56
38650145.70831995,7.520981178777011,16:15:38
88517890.96159102,2.2350751631913246,16:07:30
46188750.720865645,7.595051072755261,15:51:16
49371389.97632932,15.665125994454176,15:35:55
77918826.14600496,19.30117742428589,15:57:16
9965365.633644506,1.805834962617041,15:31:29
30157425.42796188,9.261462439933904,16:21:49
62442322.96562939,2.5001032101363885,16:24:34
78894772.87421302,5.110681943701612,16:08:11
88378768.53837551,8.957511277682437,15:42:49
58713409.07289893,8.451745730492766,15:46:42
27023496.69750021,12.985867041141098,16:04:38
86014317.50992587,18.387661130535516,16:09:43
47735765.03111483,16.305094692509137,15:48:13
76914613.17539003,8.154531473027848,15:55:50
29416469.95790411,12.500177067308613,16:16:09
30299885.914139863,1.6066856951580233,15:40:48
6342814.789973765,6.712707918612617,15:38:01
42028145.56445629,9.705710152301757,15:28:04
86699982.19033317,6.737009134441454,16:09:25
41172172.744026646,17.66068468770608,15:56:14
33996190.69377167,16.996959955093768,15:27:45
19901943.23903628,17.108513731249907,16:22:16
76809277.55652095,9.482786027064606,16:01:30
15930695.62889117,19.93095376125432,15:31:35
43163309.01182954,2.236636653331754,15:36:07
82998257.7088803,11.761406885896886,16:11:41
44487184.09679692,15.224883077264248,16:02:34
89804148.2360374,8.476335240424113,16:20:59
78430334.64148791,17.315522090737726,15:26:56
23969140.65725473,13.322923098798505,16:05:45
80953807.37812139,4.793953360036101,16:10:39
48018018.72130343,17.388444128196742,15:42:34
1327518.149413783,18.36012445048965,16:23:13
27058121.896084804,13.062357676687588,16:13:03
43150882.13466721,11.74586909068694,15:47:31
22077741.00816868,11.29572617118416,15:49:17
51867428.35387269,7.1586365917706285,15:50:08
51526762.1747351,9.182239923864856,16:16:04
72691784.84143813,10.024263220688407,15:51:12
37949718.05533692,15.387519616708264,16:19:23
24362486.900655817,16.61406271615232,16:16:10
58747020.49489501,8.170239915886883,15:41:31
81039443.58868413,14.97080698077735,15:47:04
63569293.19929316,14.015854963350204,16:03:40
27185608.164234903,6.904639782948805,16:02:21
6973324.025970713,0.1303105082224664,16:20:53
87926137.55386077,6.474027244705378,15:52:48
83339567.5960424,4.91202226104869,16:20:42
36952793.91030814,0.3619258780892043,15:48:03
36133789.71884343,8.572535498521688,15:42:18
68770971.37320243,0.1341953169564869,16:23:22
63665217.635024525,6.5764742259933495,15:32:46
33803749.823011525,19.295439466541303,15:27:39
56494366.8589721,8.697248420209185,15:39:15
61705000.962474674,14.789970854777174,15:38:16
23457369.375104096,15.303955554039108,15:43:00
61571716.42897758,12.842633096013572,15:44:36
31683949.70446623,15.56437231379284,16:00:01
43834081.59985528,9.025698543650815,16:05:42
17099461.08474328,16.13052017816434,16:16:43
89695193.73716566,9.564752334270867,15:40:54
83942860.69893493,0.1438402987962428,15:44:32
9143960.411117436,3.2698963696622085,15:59:16
32155858.767458104,17.328352237110927,15:34:37
22297764.16764073,11.17661932058529,15:59:55
84116822.64141609,12.267369035152944,15:40:44
12251114.667172143,14.681347671072986,15:32:19
10761842.006718377,13.895054797428417,16:08:47
41985946.58213636,10.169984366811375,16:14:30
14634815.693121154,17.520694204357067,16:22:27
63842043.63732384,7.875592490108447,15:32:39
47791190.53838752,14.871945593246725,16:04:26
35050792.60793185,8.007114464790824,15:31:45
87902614.78848389,9.057803677384625,16:19:11
45378079.89804509,13.296957081344193,16:18:35
32479058.348212063,5.468813407535018,16:14:39
26256170.04586613,4.985908323291546,15:29:48
74971811.42616522,14.214225392456772,16:25:24
19088779.326555744,0.7485108432410126,16:19:27
5653492.031983222,5.810422963979334,16:09:54
50744012.539022736,19.47886140799988,15:37:53
37110072.38010235,19.652888720932893,15:26:15
51733522.46428427,9.126617965988297,16:04:50
30784948.884144373,8.637995901985027,15:58:44
56915259.434161,12.615918772502988,15:26:02
7275651.615241101,0.5588513274304896,16:20:04
39865223.7841246,2.486876478449358,15:52:36
66427113.19442263,12.39257050059797,15:45:43
65631849.63875691,4.304461096398522,15:33:57
31659738.399110097,19.39796370977284,16:21:24
70167618.72140728,3.523596385680139,15:56:25
37218592.49149253,11.827959508465264,16:03:44
82664454.05210187,2.4394579044728104,15:26:46
26324937.346750267,8.633053641022986,15:41:51
48783542.14767902,11.038897476724546,15:53:21
83538452.65517153,6.6471644404411245,16:16:52
22511108.66476986,2.8528189509109847,16:06:22
16770578.80075633,18.70423914373001,15:35:28
87910934.96880431,9.242926149665234,15:29:56
31078273.654691856,19.68313991348573,15:42:45
61408920.36060868,0.1139848042689539,16:02:03
76853418.31977385,17.31363089973193,15:52:29
60510537.84740245,14.253754951080978,15:38:44
58903996.49241371,18.342579737257097,15:56:34
78373434.51241617,6.077546080042628,16:07:03
34845021.66114544,5.442560094745064,15:53:11
44809713.1999989,19.287632463841437,16:11:13
85698788.07633367,15.875419161480568,15:47:20
17964683.587768782,3.2621233012836903,15:28:03
16228373.47291649,19.2844631265276,15:35:21
37244346.55383352,3.687839328314384,15:57:16
85546439.65153599,9.571707476083988,15:45:55
11096705.101152604,17.0802625160518,15:28:32
84021378.59869315,7.902653353932165,16:21:09
32207207.51112781,18.572056095594974,15:38:14
46937400.33137296,8.173969861207171,16:15:03
21612924.363720853,4.622048935522178,16:13:18
81022648.68754016,13.665410780891497,15:59:26
23686757.47481791,5.000546978824336,15:31:23
79351335.78138128,13.824028383949988,15:29:22
47446586.74495924,9.00178657532373,16:08:38
63801858.90152871,18.98856249166254,15:56:39
47369915.92560334,8.288160470468654,15:44:18
60015694.38764941,5.554520067219824,15:49:30
88410130.2573263,15.67392218332778,16:06:35
78545908.643956,16.032645069084023,15:37:47
63384461.14964853,17.177530127442203,15:44:16
86296704.56207919,16.683977493899643,15:47:18
82935863.19413938,13.105091152742316,15:47:58
5075199.508052956,14.21525656842119,15:31:11
58843636.4712011,13.274943952902952,16:20:09
71053397.37597866,19.056922378493965,16:19:05
38071632.91472956,0.4779775980884082,15:29:23
87375685.38187459,4.298010301662143,15:27:18
23951633.494197022,13.311329119925784,15:49:28
7493754.131583246,0.8141219000114219,15:55:49
38374489.29180424,15.728954204972757,15:51:46
2136661.6984738302,19.215044371212567,16:11:01
22015922.224293277,4.896584292471506,15:53:19
81415350.06986918,18.063522736660907,16:03:03
9385786.477466336,18.675882196932108,15:59:00
42448147.83596559,13.522499312218788,15:48:42
62484793.96003821,15.551028504831931,16:09:19
35760626.789049685,15.022698775611584,15:33:31
59147179.30662608,8.61537932206804,15:36:07
603919.3926989812,10.7884473833714,16:01:01
53545373.11074536,10.800972005061688,15:52:57
14302161.837958245,10.920947584763452,16:22:03
22284934.738114048,2.230809688181843,16:25:09
60843859.20144194,10.696223842075444,16:25:16
70421559.50011708,6.917488462912589,16:22:33
48070055.64097987,4.223474199038164,15:31:43
7228149.526447285,19.74878881180887,15:45:26
10492060.13742262,11.079831997299811,15:37:41
45044177.5368788,8.039996935640348,16:04:07
28450403.87529044,9.30696728987725,15:25:32
6256500.49823714,18.891395624838665,16:00:24
39578321.13010223,7.225380167322752,16:00:00
11382388.544943292,4.602607840661417,16:02:06
73091197.50389907,6.665954513357932,15:44:41
71240828.91062443,0.1229132176060154,16:16:01
41351729.37327543,7.122565815977806,15:37:01
15381058.533011662,4.822510294824611,16:07:07
10821968.256842602,6.099569610677293,15:55:05
76999797.4104995,18.54746672792335,16:09:51
14051437.36190872,15.39288441545251,16:14:58
20703066.29405873,0.583793652059974,15:55:36
17905885.097613614,16.95264230822579,15:38:29
35547055.29262333,12.0956982552494,15:49:22
32993421.61465911,9.652831188753508,15:31:57
5882490.96669189,17.85771639333657,15:53:18
1215647.5676272155,13.561573033174582,15:56:00
11122651.3636894,16.96192031932899,16:14:51
7215878.569239749,2.433896594163265,16:17:23
38807460.58468727,6.445659886095103,16:00:17
37727979.15100216,1.1710608288817292,16:17:54
21355066.28556019,9.107055140291642,16:21:56
89918588.11202012,18.94412801714389,16:03:57
42650441.881956846,14.151246882288511,15:43:44
18339614.830988865,8.902615487712321,15:46:27
9563814.02907645,18.079038385569135,15:32:55
80443961.91574027,1.816190693400257,15:34:31
34776618.93152192,12.403672142644822,15:44:41
33682069.08734165,4.329699185703397,15:31:58
19007058.17006425,19.22302665659005,15:30:27
68636708.06392536,17.57322949542324,15:33:12
52316002.1380823,1.932981664548916,16:03:15
39396546.49768759,9.983619006381089,16:08:50
61733758.20147845,14.32540477285048,16:01:47
84325829.14521165,6.5133655742706775,16:08:40
85591600.97740734,7.910317735985304,16:23:43
32691696.730417505,7.331572717528867,16:24:27
44789169.83058206,8.837399235880055,15:45:17
62475391.71626919,7.5562247471469535,15:33:02
3819884.795340806,11.533173085615056,15:57:58
43730619.97307141,0.715761296116475,15:50:02
48947179.972980864,17.854837149671162,15:49:36
51526636.88362776,15.444042110228802,16:03:23
88663375.37056223,5.844970718554774,15:48:14
