Frequency (Hz),Angle of Arrival (degrees)
824.1623548831391,41.044994333333875
1809.8591195968545,17.041597909391314
139.81237240002875,44.883296756230834
1153.2816038379792,36.02705041338402
1743.098325551865,22.30964561866608
1587.0713660088445,43.92716989842455
1786.7320594220607,42.50645904542935
1441.3323172536452,36.3695993601268
776.6662642194839,45.388054795089
1486.5102313805337,23.92949598881819
100.76556159803826,46.909158308244145
551.0409739603125,39.09440237488435
1608.9145795263298,44.99804636144279
710.9488614791006,53.861252886661184
70.52854597703086,57.17761770419924
1196.0925704869117,25.14482693210512
223.98493409240012,32.36107056185473
759.1924977822208,50.933298522064405
1005.8169629507344,34.53650259640553
659.4623361835628,38.267557227322825
514.1194920726065,27.740208832560178
686.7975490459019,45.97219112105337
883.0049425384836,39.96463222980803
1291.0556610038907,31.06996678160859
1831.908868744531,38.42924328096853
1123.428326443022,51.98454055002773
1351.8074907041826,39.89888069840278
624.9542828021155,46.16224700191023
179.9078530095161,35.09351044620605
1230.7444020518913,53.53741168475823
1948.6639165443648,56.152407907398754
1572.03383200401,36.94243110192358
1173.6172090643377,31.2033526658836
1504.4436038709075,33.12879268784386
965.069817900352,36.62473279652923
84.45714518642919,-4.685161503172492
807.1778281773375,8.268576359121248
702.7205601594408,3.4552296715703896
1367.376254730486,-1.3606335051260066
1085.3652286148986,5.07399114634844
1312.1306240818217,-14.483985379870512
1610.8174221223392,-6.5518836396054665
438.4080954372821,-2.9327823154371577
603.0779800599638,14.451933993514384
199.6005170559829,-13.283387417945535
934.6653882801807,-14.019846506565397
827.3254472579949,2.6243457783822457
952.58040243531,6.192245911916636
1274.513444650438,6.166669956237289
146.82024070627966,-6.621534847645816
1465.871422495127,0.14697832234908326
1155.772856559316,-12.74364233076946
1806.6404562964556,-12.587081926115538
1896.1514910410451,-9.02717176153358
1534.137056548775,0.9608222365413086
1237.9172658441028,1.496973823823611
358.227891240043,-4.889589347024411
394.8077866470557,-15.685239897556658
1568.6515273578148,-11.953019282006084
894.0393360899387,1.4496995060952838
39.29250010726795,-2.8794368735476166
671.4977921876377,-19.77197463447871
1032.051072082341,-15.231807665638328
522.4955111831866,4.583046333422107
1710.885066818279,5.834971719256529
1447.789054042404,2.91537776809826
1501.6021562030576,-16.204732775457785
1770.9303861310125,2.3448022313194343
1865.5181839037448,16.29541273637352
1687.6532429530102,7.846565957053723
285.0265158817578,-2.998300211580002
1747.9608813593886,0.35393640761637
1999.464225911748,13.236291880528428
1783.6834880889435,85.59169867331389
1866.1424570500176,98.31681030511338
269.44044256109794,97.0673964449716
1300.0653387695875,95.88626085224564
847.0227893609145,89.30965952130232
1740.2105905789888,82.0831208070156
1332.8708688889444,70.94452436245791
878.4810918436533,98.57612038673004
423.81315080824623,72.28423137973589
1195.2070168447374,83.72310214461119
238.61910226539655,70.7986112840204
1534.8875136376184,98.61559197699873
1466.3145023403893,68.48673363262284
1564.6943077845124,91.94376390832022
1928.8001583090422,105.4199211233028
1991.1353152373604,88.1313352332457
1147.7289934596522,81.78262857124841
625.9329326295107,88.84618747393517
1396.2182889995836,84.49789075564321
399.92010368498484,94.71891343058688
80.31296250630547,80.92663466854887
1038.4850768973229,82.98192341657122
149.3244984275631,81.77332059274494
1088.7096652627524,88.02293355027959
531.379320155564,76.03092944351806
1260.276063854025,85.48436975544654
1233.5711092954382,91.6211862044046
1958.6936152838962,95.83967698737115
932.6506220634795,86.4605308154217
446.40819870520454,88.84470028690538
349.56523117163255,100.73458538025908
517.4833993523641,81.12263427727898
197.58755359901096,88.78843214946876
696.0269852594099,74.18449083990062
1658.3893275957057,91.6113173140486
1420.3829865353605,74.73012262018109
321.5414399384304,82.32128744523627
1627.3797289042516,88.88232729660666
803.3170095703298,85.09209264520722
898.7265415155186,98.69268808533036
497.1359014212171,101.34896720461124
1598.7936136585731,69.42082922521129
29.08135002263327,99.6888179380582
300.15351300633097,123.5049478146899
333.76782214605674,131.14502482222255
893.4133813139309,128.0429442504299
1578.4529165593294,115.27875541785065
1365.063841254113,123.69726283474779
40.15169925103319,123.18996328590595
748.8702671488941,115.69335005159141
1288.3706499858554,115.75781922816662
978.6807913450618,133.37040015832383
928.0553317567765,116.15880096530212
58.664330252190645,117.53651755607412
1442.162700824301,127.372515812715
812.251542465562,108.71911543502507
699.1544957481441,133.85784597757095
1869.1062279314667,124.39865295305574
1950.898984821532,124.25292416891143
1021.7811853341065,117.95313524320323
1908.5078148078208,136.60752506220362
1419.9333320569742,111.06133748816384
1079.4936679854875,133.4579265718177
842.915145235313,114.91685854983349
1969.9723116221635,119.58624536460184
1622.1138210194363,115.88367219501953
1725.954565243697,132.58579734704168
658.2520686771463,123.30152065819414
1338.6285000191078,122.9181415026123
253.32018571318255,121.7044484632255
1550.9108464750325,133.939122072155
1604.701075765057,110.559352168102
674.0626005105912,132.90068355622654
1770.0644695331252,121.6360281253271
88.94229123070104,133.2487606768371
872.414861913403,110.18431385019905
365.4996379534493,111.69523855440022
536.5582223031602,125.97601679975637
1503.50342785595,111.00721760868942
957.6710393883434,110.65273526322864
1476.310721114765,-19.65644099471768
1351.1850845594695,196.43523220698304
115.36019600896016,181.31362620273163
896.3287163991688,185.62553701988736
1675.7307259068639,188.51516016813093
538.5419059136597,187.20864068450487
432.09906446205775,184.02643930703624
1917.611670583518,190.80462509991253
398.92551308621137,180.07191922036648
1991.0790933990963,189.30321852461455
1465.7127946689395,196.85762327830437
1157.8862887774949,196.5774734442306
1876.778549502362,189.99905486416264
1086.1567959249687,187.97748265936264
1752.2624587971145,191.83805108579435
471.8961927671687,188.5387506190671
1601.6328612121251,185.1367309451173
320.908214862116,184.35620731996983
1405.9879611375436,186.64128958007223
50.65978648363668,191.93210327803743
574.666031927844,181.9772092952888
672.4863142104111,180.1543392298075
1785.2341224690776,187.76856821450755
1443.4545187004906,197.59677696071523
1068.0357884558323,178.96688157726106
1378.142322661598,70.26142174761114
1750.917840908078,62.27320637974866
1148.9791478548293,61.19051788041375
267.8515867041593,61.65793562096562
1439.1936404764815,60.971372919728495
798.6694497386811,63.03624503513563
1036.6261159720234,63.53186559431987
1201.321964039044,63.50179066876284
1627.2659007411849,61.84254933135577
339.4312992947699,66.6914122171657
371.1927236864677,61.14188776915098
1360.0187206328176,63.350472649800906
