Frequency (Hz),Angle of Arrival (degrees)
1274.513444650438,6.166669956237289
146.82024070627966,-6.621534847645816
1453.7459736604678,0.3045115291574447
1155.772856559316,-12.74364233076946
1806.6404562964556,-12.587081926115538
1896.1514910410451,-9.02717176153358
1534.137056548775,0.9608222365413086
1237.9172658441028,1.496973823823611
358.227891240043,-4.889589347024411
394.8077866470557,-15.685239897556658
443.4684083889085,-17.1482214936545
1568.6515273578148,-11.953019282006084
894.0393360899387,1.4496995060952838
39.29250010726795,-2.8794368735476166
671.4977921876377,-19.77197463447871
1032.051072082341,-15.231807665638328
522.4955111831866,4.583046333422107
1710.885066818279,5.834971719256529
1501.6021562030576,-16.204732775457785
1770.9303861310125,2.3448022313194343
1687.6532429530102,7.846565957053723
285.0265158817578,-2.998300211580002
1747.9608813593886,0.35393640761637
1783.6834880889435,85.59169867331389
300.15351300633097,123.5049478146899
1867.3279654025969,108.74954736429034
269.44044256109794,97.0673964449716
1569.2805107094516,99.72209441149703
1296.16710917501,102.5101136442193
1363.485322439456,114.79319070103168
844.2843599438469,106.38112554032311
36.46158284156655,115.3562481699567
748.8702671488941,115.69335005159141
1740.2105905789888,82.0831208070156
930.5102863886817,102.80788405190965
875.4479768785282,104.38021711846454
1198.3371068815022,92.09427415365619
58.664330252190645,117.53651755607412
1534.8875136376184,98.61559197699873
807.7842760179459,96.90560404011615
1928.8001583090422,105.4199211233028
1991.1353152373604,88.1313352332457
1147.7289934596522,81.78262857124841
399.92010368498484,94.71891343058688
80.31296250630547,80.92663466854887
1038.4850768973229,82.98192341657122
1960.829718841081,105.128378608804
149.3244984275631,81.77332059274494
1088.7096652627524,88.02293355027959
1260.276063854025,85.48436975544654
1021.7811853341065,117.95313524320323
1233.5711092954382,91.6211862044046
446.40819870520454,88.84470028690538
357.5324345625409,106.21491196732964
1420.1581592961675,92.89573005417247
522.8635127535523,79.92765885823641
197.58755359901096,88.78843214946876
696.0269852594099,74.18449083990062
1658.3893275957057,91.6113173140486
1623.869123647708,106.88322389554857
658.2520686771463,123.30152065819414
250.0554344389697,118.57158380823722
321.5414399384304,82.32128744523627
1402.7106225413563,98.69825829898387
1604.701075765057,110.559352168102
898.7265415155186,98.69268808533036
497.1359014212171,101.34896720461124
1770.0644695331252,121.6360281253271
638.513161354706,87.5106258053015
616.7743352948637,99.38452978512751
1346.3265464754766,110.52369489798252
1503.50342785595,111.00721760868942
957.6710393883434,110.65273526322864
1351.1850845594695,196.43523220698304
1672.2709903025227,195.914515730986
538.5419059136597,187.20864068450487
1917.611670583518,190.80462509991253
428.09598660623936,186.70422011312843
1987.487747969502,191.79265270180576
1465.7127946689395,196.85762327830437
1157.8862887774949,196.5774734442306
1875.754608136818,198.93580703994965
1086.1567959249687,187.97748265936264
1752.2624587971145,191.83805108579435
463.5512060861513,192.19464143195268
1601.6328612121251,185.1367309451173
1405.9879611375436,186.64128958007223
50.65978648363668,191.93210327803743
324.6606751376895,186.61578209607785
893.2897571889723,188.2483850577072
1443.4545187004906,197.59677696071523
1779.3497893477097,199.42627529990904
480.2411794481861,184.8828598061815
1383.9341390597044,70.27947247995684
1332.8708688889444,70.94452436245791
423.81315080824623,72.28423137973589
238.61910226539655,70.7986112840204
1466.3145023403893,68.48673363262284
631.6698985736094,69.10506452018414
543.0308215583989,69.43244603312394
